Journal Name,Publisher,Initial Link,ISSN,APC,Quartile,Scopus Status,Review Time
Gynecologic Oncology,Elsevier,https://www.elsevier.com/journals/gynecologic-oncology/0090-8258/open-access-options,2352-5789,Has APC (See https://www.sciencedirect.com/journal/gynecologic-oncology-reports/publish/open-access-options),Q1,Indexed,Not Available
Current Treatment Options in Oncology,Springer New York,https://www.springer.com/journal/11864/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Targeted Oncology,China Anti-Cancer Association,https://www.springer.com/journal/11523/how-to-publish-with-us#Fees%20and%20Funding,2095-3941,Has APC (See https://www.cancerbiomed.org/content/instructions-authors#CHARGES),Q1,Indexed,Not Available
Clinical Lung Cancer,Elsevier,https://www.elsevier.com/journals/clinical-lung-cancer/1525-7304/open-access-options,2666-3643,Has APC (See https://www.sciencedirect.com/journal/jto-clinical-and-research-reports/publish/open-access-options),Q1,Indexed,Not Available
Carcinogenesis,Kasr Al-Ainy Center of Clinical Oncology and Nuclear Medicine,https://academic.oup.com/carcin/subscribe,"2357-0687, 2357-0695",Has APC (See https://resoncol.journals.ekb.eg/journal/authors.note),Q1,Indexed,Not Available
Breast Cancer Research and Treatment,"Russian Academy of Sciences, Tomsk National Research Medical Center",https://www.springer.com/journal/10549/how-to-publish-with-us#Fees%20and%20Funding,"1814-4861, 2312-3168",No APC (DOAJ),Q1,Indexed,Not Available
Clinical & Experimental Metastasis,SPRINGER Clinical and Experimental MetastasisE-ISSN: Publisher: Kluwer Academic Publishers CANCER AND METASTASIS REVIEWSE-ISSN: 1573-7233Publisher: SPRINGER JOURNAL OF CANCER METASTASIS AND TREATMENTE-ISSN: 2454-2857Publisher: OAE PUBLISHING INC Advances in Cancer Biology - MetastasisE-ISSN: 2667-3940Publisher: Elsevier Ahmar Metastasis Health JournalE-ISSN: 2797-4952Publisher: Yayasan Ahmad Mansyur Nasirah Advances in Cancer Biology - MetastasisE-ISSN: 26673940Publisher: Elsevier Inc. Cancer and Metastasis,https://www.springer.com/journal/10585/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Annals of Surgical Oncology,Korean Society of Coloproctology,https://www.springer.com/journal/10434/how-to-publish-with-us#Fees%20and%20Funding,"2287-9714, 2287-9722",Has APC (See https://coloproctol.org/authors/charge.php),Q1,Indexed,Not Available
Journal of Cancer Research and Clinical Oncology,Kasr Al-Ainy Center of Clinical Oncology and Nuclear Medicine,https://www.springer.com/journal/432/how-to-publish-with-us#Fees%20and%20Funding,"2357-0687, 2357-0695",Has APC (See https://resoncol.journals.ekb.eg/journal/authors.note),Q1,Indexed,10 weeks
Experimental Eye Research,Academic Press,https://www.elsevier.com/journals/experimental-eye-research/0014-4835/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Cataract and Refractive Surgery,Wolters Kluwer Health,https://journals.lww.com/jcrs/Pages/subscriptionservices.aspx,Not Available,Unknown,Q1,Indexed,Not Available
Cornea,Elsevier,https://journals.lww.com/corneajrnl/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,2451-9936,Has APC (See https://www.sciencedirect.com/journal/american-journal-of-ophthalmology-case-reports/publish/open-access-options),Q1,Indexed,Not Available
Foot & Ankle International,"SAGE PUBLICATIONS INC Foot and Ankle InternationalE-ISSN: Publisher: SAGE Publications Inc. FOOT AND ANKLE CLINICSE-ISSN: 1558-1934Publisher: W B SAUNDERS CO-ELSEVIER INC FOOT AND ANKLE SURGERYE-ISSN: 1460-9584Publisher: ELSEVIER JOURNAL OF FOOT AND ANKLE RESEARCHE-ISSN: 1757-1146Publisher: BMC JOURNAL OF FOOT & ANKLE SURGERYE-ISSN: 1542-2224Publisher: ELSEVIER SCIENCE INC FOOT & ANKLE SPECIALISTE-ISSN: 1938-7636Publisher: SAGE PUBLICATIONS INC TECHNIQUES IN FOOT AND ANKLE SURGERYE-ISSN: 1538-1943Publisher: LIPPINCOTT WILLIAMS & WILKINS Journal of Foot and Ankle ResearchE-ISSN: 1757-1146Publisher: BMC Foot & Ankle OrthopaedicsE-ISSN: 2473-0114Publisher: SAGE Publishing Foot & Ankle Surgery: Techniques, Reports & CasesE-ISSN: 2667-3967Publisher: Elsevier Journal of the Foot & AnkleE-ISSN: 2675-2980Publisher: Associação Brasileira de Medicina e Cirurgia do Tornozelo e Pé - ABTPé Diabetic Foot and AnkleE-ISSN: Publisher: Co-Action Publishing Foot and AnkleE-ISSN: Publisher: Data Trace Publishing Co. Foot and Ankle ClinicsE-ISSN: Publisher: W. B. Saunders Co., Ltd.Not getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://journals.sagepub.com/author-instructions/FAI#NIHAndWellcomeTrust-FundedSubmissions,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Dysphagia,AOSIS,https://www.springer.com/journal/455/how-to-publish-with-us#Fees%20and%20Funding,"0379-8046, 2225-4765",Has APC (See https://sajcd.org.za/index.php/sajcd/pages/view/publication-fees),Q1,Indexed,Not Available
Experimental and Molecular Pathology,Elsevier,https://www.elsevier.com/journals/experimental-and-molecular-pathology/0014-4800/open-access-options,1096-0945,Has APC (See https://www.sciencedirect.com/journal/experimental-and-molecular-pathology/publish/open-access-options),Q1,Indexed,25 weeks
Seminars in Diagnostic Pathology,W.B. Saunders,https://www.elsevier.com/journals/seminars-in-diagnostic-pathology/0740-2570/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Human Pathology,"Zagazig University, Faculty of Medicine",https://www.elsevier.com/journals/human-pathology/0046-8177/open-access-options,"1687-160X, 2536-9849",No APC (DOAJ),Q1,Indexed,Not Available
European Child & Adolescent Psychiatry,"SPRINGER EUROPEAN CHILD & ADOLESCENT PSYCHIATRYE-ISSN: 1435-165XPublisher: SPRINGER European Child and Adolescent PsychiatryE-ISSN: 1435165XPublisher: Springer Nature Switzerland AG European Child and Adolescent Psychiatry, SupplementE-ISSN: Publisher: Hogrefe & Huber Publishers CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTHE-ISSN: 1753-2000Publisher: BMC JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRYE-ISSN: 1527-5418Publisher: ELSEVIER SCIENCE INC CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTHE-ISSN: 1753-2000Publisher: BMC JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRYE-ISSN: 1527-5418Publisher: ELSEVIER SCIENCE INC JOURNAL OF THE CANADIAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRYE-ISSN: 1719-8429Publisher: CANADIAN ACAD CHILD & ADOLESCENT PSYCHIATRY JOURNAL OF THE KOREAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRYE-ISSN: 2233-9183Publisher: KOREAN ACAD CHILD & ADOLESCENT PSYCHIATRY SCANDINAVIAN JOURNAL OF CHILD AND ADOLESCENT PSYCHIATRY AND PSYCHOLOGYE-ISSN: 2245-8875Publisher: SCIENDO Child and Adolescent Psychiatry and Mental HealthE-ISSN: 1753-2000Publisher: BMC Scandinavian Journal of Child and Adolescent Psychiatry and PsychologyE-ISSN: 2245-8875Publisher: Sciendo Child and Adolescent Psychiatry and Mental HealthE-ISSN: Publisher: BioMed Central Journal of the American Academy of Child and Adolescent PsychiatryE-ISSN: Publisher: Elsevier B.V.Not getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.springer.com/journal/787/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Journal of Psychiatric Research,Elsevier Ltd,https://www.elsevier.com/journals/journal-of-psychiatric-research/0022-3956/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Progress In Neuro-Psychopharmacology & Biological Psychiatry,"PERGAMON-ELSEVIER SCIENCE LTD Progress in Neuro-Psychopharmacology and Biological PsychiatryE-ISSN: Publisher: Elsevier B.V. Progress in Neuro-PsychopharmacologyE-ISSN: Publisher: Elsevier B.V. Psychopharmacology and Biological NarcologyE-ISSN: 20705670Publisher: SRL Archive PSYCHIATRY AND CLINICAL PSYCHOPHARMACOLOGYE-ISSN: 2475-0581Publisher: AVES Psychiatry and Clinical PsychopharmacologyE-ISSN: 2475-0581Publisher: AVES Psychiatry and Clinical PsychopharmacologyE-ISSN: 24750581Publisher: AVES Ibrahim Kara Progress in Clinical and Biological ResearchE-ISSN: Publisher: John Wiley & Sons Inc. Frontiers of medical and biological engineering : the international journal of the Japan Society of Medical Electronics and Biological EngineeringE-ISSN: Publisher: Brill PROGRESS IN NEUROLOGY AND PSYCHIATRYE-ISSN: 1931-227XPublisher: JOHN WILEY & SONS LTD Progress in Neurology and PsychiatryE-ISSN: Publisher: John Wiley & Sons Inc. BIOLOGICAL PSYCHIATRYE-ISSN: 1873-2402Publisher: ELSEVIER SCIENCE INC BIOLOGICAL PSYCHIATRY-COGNITIVE NEUROSCIENCE AND NEUROIMAGINGE-ISSN: 2451-9030Publisher: ELSEVIER PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSESE-ISSN: 1943-281XPublisher: ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD WORLD JOURNAL OF BIOLOGICAL PSYCHIATRYE-ISSN: 1814-1412Publisher: TAYLOR & FRANCIS LTDNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.elsevier.com/journals/progress-in-neuro-psychopharmacology-and-biological-psychiatry/0278-5846/open-access-options,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Drug and Alcohol Dependence,Elsevier Ireland Ltd,https://www.elsevier.com/journals/drug-and-alcohol-dependence/0376-8716/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Schizophrenia Research,Elsevier,https://www.elsevier.com/journals/schizophrenia-research/0920-9964/open-access-options,2215-0013,Has APC (See https://www.sciencedirect.com/journal/schizophrenia-research-cognition/publish/open-access-options),Q1,Indexed,Not Available
Journal of Psychosomatic Research,Taylor & Francis Group,https://www.elsevier.com/journals/journal-of-psychosomatic-research/0022-3999/open-access-options,"0167-482X, 1743-8942",Has APC (See https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=ipob20#article-publishing-charge),Q1,Indexed,Not Available
Social Psychiatry and Psychiatric Epidemiology,D. Steinkopff-Verlag,https://www.springer.com/journal/127/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Acta Neuropsychiatrica,Cambridge University Press,https://www.cambridge.org/core/journals/acta-neuropsychiatrica/information/journal-policies/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Psychopharmacology,Mesut Çetin,https://www.springer.com/journal/213/how-to-publish-with-us#Fees%20and%20Funding,2475-0581,Has APC (See http://psychiatry-psychopharmacology.com/en/aims-and-scope-103),Q1,Indexed,Not Available
European Addiction Research,S. Karger AG,https://www.karger.com/Journal/SubscriptionRates/224233,Not Available,Unknown,Q1,Indexed,Not Available
Archives of Physical Medicine and Rehabilitation,Elsevier,https://www.elsevier.com/journals/archives-of-physical-medicine-and-rehabilitation/0003-9993/open-access-options,1836-9561,No APC (DOAJ),Q1,Indexed,Not Available
Journal of Athletic Training,"Helwan University, Faculty of Physical Education for Girls",https://meridian.allenpress.com/DocumentLibrary/NATA/2020_JAT_Authors'_Guide.pdf,"3009-7401, 2356-9417",Has APC (See https://eijssa.journals.ekb.eg/journal/authors.note),Q1,Indexed,Not Available
European Journal of Applied Physiology,Wiley,https://www.springer.com/journal/421/how-to-publish-with-us#Fees%20and%20Funding,"1746-1391, 1536-7290",Has APC (See https://onlinelibrary.wiley.com/page/journal/15367290/homepage/open-access),Q1,Indexed,Not Available
International Journal of Sports Medicine,Elsevier,https://www.thieme.de/de/international-journal-sports-medicine/9886.htm,2666-6383,Has APC (See https://www.sciencedirect.com/journal/jses-international/publish/open-access-options),Q1,Indexed,Not Available
Acta Tropica,Elsevier B.V.,https://www.elsevier.com/journals/acta-tropica/0001-706x/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Clinical Genitourinary Cancer,Elsevier Inc.,https://www.elsevier.com/journals/clinical-genitourinary-cancer/1558-7673/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Current Nutrition Reports,Springer,https://www.springer.com/journal/13668/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Journal of the Academy of Nutrition and Dietetics,Not Available,https://www.elsevier.com/journals/journal-of-the-academy-of-nutrition-and-dietetics/2212-2672/open-access-options,Not Available,Unknown,Not Available,Not Available,Not Available
Beneficial Microbes,Not Available,https://www.wageningenacademic.com/pb-assets/wagen/files/bm/Guidelines_for_Authors-Beneficial_Microbes-1615453461507.pdf,Not Available,Unknown,Not Available,Not Available,Not Available
Appetite,BMC,https://www.elsevier.com/journals/appetite/0195-6663/open-access-options,2050-2974,Has APC (See https://jeatdisord.biomedcentral.com/about),Q1,Indexed,Not Available
European Journal of Clinical Nutrition,Springer Nature,https://www.nature.com/ejcn/authors-and-referees/open-access-self-archiving,Not Available,Unknown,Q1,Indexed,Not Available
European Journal of Nutrition,Karger Publishers,https://www.springer.com/journal/394/how-to-publish-with-us#Fees%20and%20Funding,"1662-4025, 1662-4033",Has APC (See https://www.karger.com/Journal/Guidelines/233731#sec62),Not Available,Not Available,Not Available
International Journal of Sport Nutrition and Exercise Metabolism,Not Available,https://journals.humankinetics.com/view/journals/ijsnem/ijsnem-overview.xml?tab_body=author-guidelines,Not Available,Unknown,Not Available,Not Available,Not Available
Public Health Nutrition,Yayasan Ahmad Mansyur Nasirah,https://www.cambridge.org/core/journals/public-health-nutrition/information/open-access-options,"2797-6483, 2797-4952",Has APC (See https://journal.ahmareduc.or.id/index.php/AMHJ/ArticleProcessingCharges),Not Available,Not Available,Not Available
International Journal of Food Sciences and Nutrition,University of Extremadura,https://www.tandfonline.com/action/authorSubmission?show=instructions&journalCode=iijf20#open-access,"3020-8734, 3020-3635",No APC (DOAJ),Q1,Indexed,Not Available
Neuroepidemiology,University of Brawijaya,https://www.karger.com/Journal/Home/224263,"2407-6724, 2442-5001",No APC (DOAJ),Not Available,Not Available,Not Available
International Journal Of Public Health,University of Calgary,https://www.springer.com/journal/38,"2560-8312, 2560-8320",No APC (DOAJ),Q1,Indexed,13 weeks
Public Health,"School of Medical Technology, Faculty of Medicine, Universidad Peruana Cayetano Heredia",https://www.sciencedirect.com/journal/public-health,2518-8526,No APC (DOAJ),Q1,Indexed,Not Available
Environmental Geochemistry And Health,Springer,https://www.springer.com/journal/10653,Not Available,Unknown,Q1,Indexed,Not Available
Disability And Health Journal,MDPI AG,https://www.sciencedirect.com/journal/disability-and-health-journal,2673-7272,Has APC (See https://www.mdpi.com/journal/disabilities/apc),Q1,Indexed,Not Available
International Journal Of Environmental Health Research,Shahrekord University of Medical Sciences,https://www.tandfonline.com/toc/cije20/current,2383-4366,No APC (DOAJ),Q2,Indexed,Not Available
Preventing Chronic Disease,Centers for Disease Control and Prevention,https://www.cdc.gov/pcd/index.htm,1545-1151,No APC (DOAJ),Q1,Indexed,22 weeks
Reviews On Environmental Health,De Gruyter Open Ltd,https://www.degruyter.com/journal/key/reveh/html?lang=en,Not Available,Unknown,Q1,Indexed,Not Available
Health Promotion International,Wolters Kluwer Medknow Publications,https://academic.oup.com/heapro,"2008-7802, 2008-8213",Has APC (See https://journals.lww.com/IJOM/Pages/informationforauthors.aspx),Q1,Indexed,Not Available
